vocabulary,pos_freq,neg_freq
westlif,3,0
wayyy,4,4
homeschool,3,0
lacuna,3,0
exgf,1,0
killington,0,1
jetlag,1,8
stun,13,5
burgandi,1,0
forney,1,0
pothead,2,1
doenst,1,0
pssht,0,1
breaker,3,5
depend,40,19
perpetr,0,1
mamak,1,0
bnh,1,0
tweetlat,1,0
condition,2,5
juno,4,1
qubo,1,0
cudn,1,1
playingso,0,1
violin,6,4
morningggg,2,0
vol,2,1
aaaaaaarrrrrrgggggggghhhhhhhhh,0,1
out,7,2
clung,0,1
potc,1,0
didi,0,1
myfax,1,0
everyth,208,235
principessa26,2,0
world,341,238
suihaiushaiuh,1,0
catchup,1,1
barrista,1,0
idgi,0,1
gobbl,0,1
one80,1,0
emm,2,1
trickl,0,2
soni,7,11
sketchbook,2,0
rrrrrr,1,0
pure,26,18
bleari,1,2
romant,15,1
benn,1,0
orkut,3,2
donfuci,1,0
camzi,1,0
scanadl,1,0
________________,0,1
hellskitchen,0,1
eugen,3,0
hte,2,0
chez,2,0
mnutup,0,1
hrere,1,0
trevor,0,3
calipo,1,0
montag,3,1
niighti,1,0
hehehee,1,0
centerfold,0,1
belli,8,30
importantt,1,0
xeco,1,0
chatterbox,1,0
baltar,1,0
menni,1,0
asuo,0,1
tricycl,1,0
underlin,1,0
agon,1,1
juliecentr,1,0
slush,0,2
brap,4,0
oswestri,0,1
insert,5,3
mileyi,2,0
weeee,2,1
vomero,1,0
tyson,1,5
bitch,55,79
rdp,1,0
aagh,0,1
rusti,3,3
ey,3,4
sidebar,2,7
painfullll,0,1
ternyata,0,1
boii,1,0
marketingwort,1,0
volent,0,1
moneyyy,0,1
aduh,1,0
bilang,0,1
eager,4,1
slowest,0,1
quotcrapbook,1,0
wanttt,0,2
wieder,2,0
vapouris,1,0
ladyhawk,4,0
caravan,1,2
shade,8,10
thaaat,2,1
debil,1,0
nowwwww,4,1
accru,0,1
lovi,4,2
koodo,0,1
uncross,1,0
grace,18,8
gretta,0,1
dougla,3,2
gymmmm,0,1
chocolt,0,1
aui,0,1
kelseyyy,1,0
itd,1,1
caaaaan,1,0
skarang,1,0
barto,1,0
algerian,1,0
goe,132,153
lilikoi,1,0
israel,3,4
itll,3,2
spac,1,1
limi,0,1
mub,1,0
autograph,13,7
confer,34,27
freej,1,0
kilo,1,1
bedfordshir,1,0
zootenburg,0,1
follw,4,2
gimp,3,1
gaff,1,0
guud,1,0
breakway,0,1
medalist,1,0
unforgett,0,1
eyebrow,7,13
megapixel,0,1
thumbelina,1,0
whatiti,1,0
mnot,0,1
spammi,0,1
hez,1,1
bookmark,3,4
adleast,1,0
myth,2,3
oooo,15,8
gpo,0,1
jij,0,1
eat,473,392
lorrain,2,2
ebuy,1,0
shorey,1,0
desmier,1,0
qwerti,1,0
confoos,0,1
bolt,7,4
palin,1,1
thailand,2,4
seaworld,2,0
crush,28,29
clearenc,0,1
partyyyy,1,0
nihlist,1,0
briyani,1,0
nemor,0,2
misunderstood,2,3
janey,1,0
mastercard,0,1
profit,9,5
torn,5,8
waco,1,1
delinquentz,0,1
soo,109,153
mykl4,1,0
classcard,1,0
cheap,30,23
omgosh,4,6
impact,4,7
nichel,1,0
uproot,0,1
teammanila,1,0
mane,0,1
nethack,0,1
thinnest,1,1
so,2,1
object,9,8
moyet,1,0
zumb,1,0
ranger,9,4
gother,6,3
djano,1,0
chang,247,224
sic,0,1
gellin,1,0
redwood,0,1
volcano,1,1
tweetster,1,0
suhweeeet,1,0
youhou,1,0
dneero,1,0
creepyyyyi,0,1
proof,9,10
awwh,2,9
6991,0,1
took,143,166
attnet,1,0
pickup,4,7
shipment,1,1
ici,2,1
shallow,1,4
rootbeer,2,0
harold,7,0
evereverev,1,0
fung,0,2
alissa,1,1
baddd,1,1
milez,1,0
swg,0,1
rapid,5,3
yayaya,0,1
spermi,0,1
empt,1,0
rfc,2,0
jellyfish,2,0
todaya,1,0
smoochin,1,0
sullenberg,1,0
ix,1,0
ibm,3,3
pierc,11,16
scotch_mist,2,0
gumdrop,0,1
land,59,55
sietar,1,0
tnt,2,1
coth,1,0
aroundddd,1,0
jimmi,16,18
drempt,1,0
upgrad,17,40
fffffffffffffffffffffffffriday,0,1
heroin,4,2
bedtim,39,19
alivveeeee,1,0
solut,12,17
aaannnd,0,1
thi,8,10
inflamm,0,2
movtiv,1,0
shees,0,1
respect,21,8
swine,0,56
deafen,0,3
clickbank,0,1
hyperextend,0,1
wwant,0,1
keira,1,0
flannelett,0,1
ungodli,0,1
sitecom,0,1
sofa,6,16
mrappletalksir,1,0
mag,16,17
ampleeptight,0,1
railroad,1,0
waverli,4,1
stinkpad,0,1
pugmark,0,2
ahahaa,1,2
vulner,2,2
inviat,4,0
rbee,1,0
tentth,1,0
plexiglass,1,1
chmeistri,1,0
plummet,0,1
drought,0,1
sdk,0,2
ong,1,0
maratona,1,0
orkney,1,0
quotur,3,2
offffffffffffff,0,1
spite,1,4
steeler,2,0
hobbit,2,1
dayssss,1,0
pacrim,0,1
hiv,0,2
funder,1,1
scour,0,2
suni,0,1
sharethi,1,0
winblow,1,0
sicko,1,1
lolerz,1,0
bureau,1,2
quotlder,0,1
troybolton,0,1
lightfoot,1,0
infront,3,6
bottl,21,39
ickyblah,1,0
det,1,0
ct,7,5
fairybit,1,0
moomin,0,1
armi,16,17
disposit,2,0
maui,2,4
plasm,1,0
middleton,1,0
scandel,1,0
lotsa,6,6
t3r,1,0
deduct,0,1
deepli,4,5
inr,1,0
hambl,1,0
nilli,0,1
elliott,0,1
attir,1,2
soyshak,0,1
inabit,0,1
bullcrap,0,1
erm,7,3
taker,1,5
calln,0,1
run,297,371
splinter,1,2
denmark,9,6
wl,1,1
lazili,1,0
montmel,1,0
englishsenseicaf,0,1
hristo,5,1
bylsn,0,1
thoughh,1,2
barefoot,5,1
anya,1,0
taisen,1,0
vaccin,0,5
bruge,1,1
displayport,2,1
raven,0,5
yuck,8,37
hpotter,1,0
turk,2,1
alviso,1,0
yap,0,3
tae,4,1
novena,1,0
ferguson,2,1
vodaphon,0,1
straid,0,1
sleepyy,1,1
ahhahha,1,0
deinstal,1,0
jehan,1,0
fommole,1,0
aliso,0,1
gutom,1,0
wishhh,1,1
ivori,2,1
incorrect,0,1
borez,0,1
troubleshoot,0,2
trn,2,0
shittttttt,0,2
zombieteeth,2,0
rozhan,1,0
keygenkeyg,1,0
gabi,4,1
furi,3,2
instea,1,0
hunger,3,8
frankmusik,0,1
trampolin,9,9
gacia,0,1
bummmerrr,0,1
xs,0,2
quotrom,1,0
hype,8,7
holidaaaay,1,0
sistaaa,1,0
quotfmta,0,1
eez,0,1
muhahahahahaha,1,0
songxx,1,0
aaaawwwww,1,0
pekopeko,0,1
coffin,0,1
bork,0,4
twitterbug,5,2
kelbi,1,0
masyaa,1,0
quoturpl,1,0
nehaaa,0,1
allllllllllllll,1,0
freshlyground,1,0
tweeeeeter,1,0
bell,36,29
frkn,0,1
wifi,20,32
unnot,1,1
killll,0,1
rima,1,0
jame,45,25
crag,2,0
t3,2,0
spandex,0,3
wheeli,2,0
redbul,13,10
cyperspac,1,0
rx,0,2
soundss,1,0
putem,0,1
elabor,3,0
pardon,5,2
5,19,34
woohooooo,1,0
bradiekin,0,1
lamplight,0,1
switch,32,37
wombl,0,1
tangerin,1,2
cater,2,6
allegro,1,0
remind,77,52
epseci,1,0
unbear,2,6
hollywoooooood,1,0
lloll,0,1
stricken,0,2
meeeeeeeeeeeeee,0,1
dobbi,0,1
rec,9,3
djeuner,1,0
dima,1,0
keyr,1,1
jst,19,12
lark,1,0
fever,8,70
teriyaki,1,0
redonculu,1,0
bill,42,59
garuda,1,0
deaan,1,0
teusday,0,1
foil,0,6
travelstart,1,0
boyfrnd,0,1
tir,0,1
postrank,1,0
intel,0,7
wimbl,1,0
apparel,0,3
lovvv,1,0
doyag,1,0
ahv,1,3
lon,0,1
bluddi,0,1
sky1,0,1
barbara,3,1
hempstead,1,0
morrrinnn,0,1
infosi,0,1
cheer,171,73
abmb,1,0
xdoclet,1,0
gemma,2,1
lighti,2,0
abit,10,9
tank,17,17
revers,3,6
suki,0,1
urrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrghhhhh,0,1
nazi,3,1
rigmarol,1,0
quicktim,0,2
feedburn,1,2
natalieee,0,1
album,133,61
spark,3,7
surrend,1,1
expressionengin,1,0
brunei,0,3
haaay,0,1
mhahaha,1,0
stn,0,1
woooooot,1,0
ariv,2,2
haii,1,3
rori,1,1
physycolog,0,1
avec,2,0
ley,1,0
dali,0,1
whatu,1,0
sacrific,3,2
mil,5,5
mondegreen,1,0
sureee,1,0
euwyyi,0,1
mrrr,0,1
gloomi,5,30
tok,1,0
corey,2,6
crabcak,0,1
holder,1,3
gill,6,1
elmar,1,0
neuroma,0,1
cupa,2,0
gutar,1,0
vinni,1,0
urei,1,0
hashmark,0,1
oink,0,2
davidy,1,0
genr,3,0
villa,2,5
revlon,0,1
busz,0,1
trek,14,21
happeneddddd,0,1
harm,7,2
riser,0,2
lill,1,1
oxegen,2,0
ita,0,1
bloodt,0,1
yemesi,0,1
willpow,0,1
indiot,0,1
ssr,0,1
doodl,4,4
jiggl,1,0
tylerrrr,1,0
mplstweet,0,1
blitzer,1,0
tired,1,5
anetko,0,1
trynna,1,1
mandira,1,0
kneecap,0,2
jobski,0,1
stratford,0,3
dnt,26,43
yesturday,4,0
aw,92,234
drama,18,38
kasabian,0,3
slight,6,13
granola,2,2
cq,1,0
nicccccc,0,1
twitpic,34,24
luhh,3,0
bunge,3,1
coem,0,1
devastatedd,0,1
braintalk,1,0
romper,2,0
demi,79,45
sault,1,0
godmoth,1,0
chanq,1,0
hangzhou,1,1
nichola,2,5
happ,1,0
coucou,1,0
awright,0,1
msnbc,1,1
fibrosi,0,1
napoli,1,0
btub,1,0
kaciekinz,0,1
broke,24,196
lst,2,1
soong,1,0
quotleep,1,1
geopolit,1,0
ofallon,0,1
nutron,1,0
owl,4,7
marin,5,13
hindi,4,2
alcatraz,1,0
looooad,0,1
giggli,1,0
baaack,6,1
movng,0,1
savourey,0,1
plaaaay,0,1
slg,0,1
plod,1,0
acquir,2,1
bulimia,0,1
kamata,0,1
lrn,1,0
platform,8,12
heritag,4,1
swoooosh,1,0
curiou,32,6
impecc,1,0
blinch,1,0
sunk,1,3
confuseddddd,0,1
monsterattack,1,0
afterdark,1,0
bwurk,0,1
porcelain,0,1
erdrich,1,0
undo,1,4
immedietli,1,0
buck,24,25
puppet,2,1
uptak,0,2
iwn,2,0
fearn,4,1
tweetysz,1,0
nnngh,1,0
wkrc,1,0
jln,0,1
harlow,1,1
jal,0,1
slippi,0,1
appli,26,26
parlor,3,1
delier,0,1
natalia,2,0
romina,1,0
blare,1,0
gsl2010,1,0
facelift,1,0
mobilli,0,1
rdua,1,0
nc8430,0,1
mya,1,1
silverstein,1,2
none,23,84
chemistri,3,23
imma,20,24
websit,127,86
erica,2,5
cfo,0,1
shodam,0,1
industri,14,12
mariachi,0,1
folllow,2,1
smalley,1,0
wool,0,2
smallest,2,1
blab,0,1
braxton,1,0
cybers,0,1
workstat,1,2
pwned,2,3
comboo,1,0
inforc,0,1
joli,3,1
slinki,2,0
rizzo,0,1
fishnet,1,0
coffe,328,238
essenc,3,2
degrassi,2,2
owwwieeeeee,0,1
sauber,1,0
underbelli,1,0
hanoi,1,0
downtown,29,17
ianyth,1,0
munchkinst,0,1
crenshawwwwwwwwww,1,0
predominantli,1,0
noaw,1,0
neil,7,1
ronaldo,1,1
mirror,13,18
fuckshot,1,0
mace,1,1
mwhaha,1,0
edo,1,0
mha,1,0
administr,2,1
wight,0,2
rocher,1,1
pressur,18,13
maltreat,0,1
gotsta,1,2
sigur,1,0
hl7,0,1
xdd,4,5
decad,7,3
manc,3,0
mydl,1,0
safeco,0,1
tsingtao,1,0
dockdog,0,1
scroll,4,4
prison,11,13
funlop,1,0
sue,11,3
chico,1,1
excersis,1,0
amashzin,1,0
doakan,1,0
appendix,2,0
candyaddict,1,0
daigo,1,0
distract,29,33
n0t,1,1
deathb,1,0
angelina,3,1
adn,1,0
whiskey,1,6
brook,6,5
alameda,1,0
batch,6,9
otoh,0,1
greetz,3,0
riiiight,1,0
twitterversay,1,0
sebethi,1,0
beign,0,2
lahko,0,1
cua,2,0
soem,1,1
energex,0,1
wooooooooooooooooot,1,0
incognito,0,2
oil,13,19
cosmo,1,2
preach,6,3
kealli,1,0
disciplinari,1,0
nugi,1,0
fakin,1,0
lunchabl,2,0
sleepin,5,11
bisuit,0,1
bungalow,1,1
disapear,1,1
maidston,1,0
oxycotin,1,0
huuuurt,0,2
whathaveyoumiss,1,0
weetbix,0,2
puck,1,0
stain,2,9
siiick,1,1
elinchrom,0,2
penn,3,8
liar,5,1
lookign,0,1
lsu,0,1
susa,1,0
correct,45,26
afycso,1,0
13pm,1,2
tooo,14,26
violet,4,2
nerdi,1,2
faraway,0,2
plz,50,45
apcm,1,0
gey,1,0
ethnobuddi,1,0
delect,1,0
judiciari,0,1
diablo,2,1
titil,1,0
shoplift,0,1
madyson,1,0
tablecloth,1,0
specif,14,12
jjj,1,0
thaurissan,0,1
tobbr,0,1
civicsss,0,1
templeton,1,0
nursin,0,1
steward,0,2
thght,1,1
axolotl,0,1
dawkin,2,0
applic,34,28
desai,1,0
rank,12,11
chickenpox,0,1
forecast,7,11
crazzyy,2,0
mysql,5,23
ous,1,1
har,12,1
melb,5,3
freind,4,6
nawt,0,3
jsu,0,1
obfusc,1,0
unnecessari,2,6
sleepng,1,0
brutu,0,1
curtain,3,5
webb,1,1
underplay,1,1
concert,117,100
mcgeezer,1,0
nebul,1,0
kickbal,1,0
obscura,1,0
succul,2,0
sweepstak,0,2
cannnot,0,1
fairmount,1,1
uam,1,0
carnag,2,2
universalsport,0,1
overwhelm,6,8
geht,1,0
goreng,2,1
quotchool,1,3
youuuuuuuuu,1,0
bluntli,1,0
yesy,1,1
hearbreak,0,1
tivo,1,8
raceway,0,1
quotrink,1,0
aweshum,1,0
dvorak,2,1
byte,1,0
winslet,1,0
ringmast,0,1
part,175,178
gee,14,13
tatort,0,2
ferro,0,1
finsh,2,2
celli,1,0
annd,1,0
tre,2,6
runnin,3,2
xdddd,1,1
ofc,0,2
geari,0,3
holyredhotchilipepp,0,1
pryor,1,0
petso,0,1
hoax,0,1
weme,0,1
gent,0,4
tediou,3,5
jeliou,1,1
watford,1,0
busyyi,0,1
impregn,1,0
specifi,0,2
dayumm,0,1
delcont,1,0
web09,1,0
auuwwwww,0,1
woooot,2,0
permit,3,0
sac,6,6
analyz,1,1
bojangl,1,0
jazz_santi,0,2
greeeaaaat,0,1
farrari,0,1
two,295,334
gr8fl,1,0
uneasi,1,2
aaaaaahhhh,0,1
kotak,1,0
skitter,0,1
itchi,3,30
tweeter,52,18
ceri,1,0
jauna,1,0
cartooni,1,0
wriist,0,1
wooooooooooooh,1,0
kx,0,1
celeri,2,2
puch,2,0
gin,7,3
dregg,1,0
3pm,0,1
playstat,0,2
timid,0,1
congratul,83,11
cena,1,0
sometiim,1,0
amyyyy,1,0
usual,115,124
reflux,1,1
compton,0,1
ukulel,2,0
tonighttttt,0,1
heay,1,0
ssshhh,0,1
registrar,1,1
somo,1,0
jacquelyn,0,1
seemingli,1,4
sunshin,167,106
athf,1,0
fender,3,3
spybot,1,1
shuttl,3,1
amput,0,2
rigth,0,1
diy,6,5
liana,0,1
learnin,1,3
hrmm,1,1
handbal,2,0
baytown,0,1
marrweeeenni,0,1
ciarah,1,0
loooooooong,1,1
corinthian,1,0
goali,1,3
tequila,7,5
soleil,1,2
suitabl,6,5
mmmmmm,9,1
cough,19,97
barack,2,1
o,2,0
shiver,0,7
ishh,1,0
berkman,0,1
al,15,21
latasha,1,0
intimaci,0,1
sess,0,2
mo2men,1,0
ou,7,3
genstart,0,1
wotchin,1,0
latr,0,1
reserv,10,10
316,1,0
lmaoooo,0,1
brcanda,1,0
mir,0,2
dbu,0,1
chocol,144,100
biyatch,1,1
nf,1,0
carona,1,0
devon,3,6
freo,1,1
tow,4,8
windscreen,0,1
guarante,3,3
awwhhh,0,1
piriton,0,2
ll,5,1
crockpot,3,0
grampi,0,1
upfront,1,0
zq,0,1
longass,0,1
aaaahhhheeeecckkk,1,0
hisien,1,0
megaupload,1,0
bingah,2,0
aaarrgghh,0,2
uri,0,3
whing,4,5
pma,0,1
float,8,7
huug,1,0
jumbolaya,0,1
quarrel,0,2
muskoka,1,0
308113,0,1
riph,0,1
favoritest,0,1
foood,5,2
necessarili,2,0
aggressor,0,1
nmb,0,1
joni,2,0
werk,0,3
daaaaaaayyyyy,1,0
twitterapril,1,0
hellyeah,1,0
hoooom,1,0
mediocr,2,4
aaaoouuwww,0,1
damion,1,0
dogkil,1,0
cabbag,0,3
trad,1,0
soulpancak,0,1
likkl,1,0
kamryn,1,0
shi,7,9
unev,1,2
kai,2,0
pron,2,0
phew,12,7
bletchley,1,0
sentenc,9,8
imagin,54,45
hangova,0,2
bmar,0,1
giong,0,1
html,5,9
barnet,1,1
exomod,0,1
bakar,0,1
jacuzzi,3,2
chal,0,1
interpretor,1,0
bellyach,0,1
cryy,0,1
compress,0,2
teachh,0,1
yootha,0,1
santarpio,1,0
baconlub,0,1
fitzgerald,1,2
nova,2,3
scear,0,1
hotbab,1,0
ponc,1,0
appletini,0,1
infrar,0,1
pffffffffffffffffffffffffffff,0,1
newecard,0,1
followe,1,1
undiserv,0,1
marten,0,2
asset,2,2
baawwnggggg,1,0
harshh,1,0
tuggerah,0,3
ulo,1,0
reproduct,0,1
sighhh,0,3
weekend1,1,0
fowa,1,0
redraw,0,2
tagad,1,0
vombat,1,0
mccourt,0,1
loofah,1,0
baloon,0,1
guard,8,9
subspac,1,0
greeeat,1,0
quotnc,1,1
illuuuuuuus,1,0
grawww,0,1
ganja,1,1
hover,4,1
you,7,4
fresno,2,4
avond,1,0
ds1,1,0
underag,0,1
byer,1,0
grapjehoor,1,0
harajuku,1,0
bonnaroo,0,2
implement,10,5
sleepyyi,1,1
anoun,1,0
mon,24,22
hanya,1,1
telekom,1,0
gizzl,0,2
subtitil,0,1
lybb,1,0
notr,2,0
eyi,1,1
rajapaksh,0,1
deadli,0,3
typewrit,0,1
sweati,4,6
amalfi,1,0
clifford,0,1
thuesday,1,0
repent,1,0
ilyt,1,0
abstract,2,0
canfield,1,0
joyth,1,0
wrk,2,20
38,1,0
bale,3,2
soluna,0,1
starfish,0,2
identifi,4,1
duuun,0,1
baumhold,0,1
sruff,0,1
nester,1,0
grist,1,0
cyre,0,1
noooooo,1,25
woohoo,51,14
weber,1,0
gradl,0,1
righto,1,0
floria,0,1
greenlak,0,1
mommow,0,1
quotartn,0,1
devast,1,14
recover,0,1
municip,1,0
iplt20,0,3
itnbut,0,1
loadsss,0,1
deceas,0,2
sait,0,1
sapphir,0,3
poundland,0,1
triumph,1,0
ohhhhhh,0,1
isca,1,0
henshal,1,0
musical,1,0
meat,15,19
lozang,0,1
italianni,0,1
psshhh,0,1
flenni,1,0
widout,0,1
darkrai,0,1
loww,1,0
caith,1,0
overun,1,0
glo,2,3
coudnt,1,1
senc,1,1
timesss,0,2
maaanh,0,1
8am,1,0
ns,0,3
melli,1,0
oriol,0,4
imag,39,23
otay,1,2
hastag,1,0
doooooo,1,1
thaaaaang,1,0
jojovitch,1,0
awar,14,18
fezz,0,1
saaam,1,0
mffer,0,1
shcok,0,1
wahooo,0,2
stoppin,3,0
stoli,0,1
ext4,1,0
eucalyptu,0,1
habit,9,14
plurvana,0,1
luckk,1,0
grreaaaat,1,0
circ,1,1
morninq,0,1
gorom,0,1
yeya,1,0
megamix,1,0
twitpix,0,1
cerf,1,0
dindl,0,2
ego,12,4
rm4,1,0
zing,4,0
uggggg,0,1
bonfir,8,6
america,37,34
dosent,2,7
wheater,2,0
straaighhtt,1,0
marburg,0,1
absoutali,1,0
itz,6,1
moham,0,1
denial,2,4
interestin,0,2
57am,0,1
countri,50,44
kmft,0,1
bjd,0,1
brenda,4,0
lamay,1,0
canada,33,43
zz,1,2
plasma,1,3
creep,8,9
cilla,0,1
awehhh,1,0
dispos,0,3
ana,4,2
toria,0,1
abv,1,0
razer,1,0
madina,3,0
torti,1,0
cancun,1,0
horriblee,0,1
remix,18,9
cammi,1,0
coz,31,82
hangup,1,0
twon,1,0
starhawk,0,1
surrey,1,1
nigh,1,1
msh,3,0
kaotic,1,0
adieu,2,0
prais,15,7
reliquia,1,0
alana,1,0
spamfre,1,0
top,138,104
khm,0,1
foodz,0,2
whitespac,2,0
titlen,1,0
follwer,3,1
milton,2,0
bv,0,1
reckless,1,1
themesong,1,0
blowup,1,0
admin,6,6
audra,1,0
hogsmead,1,0
likeeiie,1,0
delta,5,1
safeee,1,0
desperatli,0,2
ketchup,6,1
osteopath,1,1
nepali,1,0
scrambi,1,0
170,1,1
replac,17,54
schmuck,0,1
cab,10,22
cooooold,1,2
nanay,1,0
mrraaaauwww,1,0
workio,1,0
midwest,4,3
bea,2,7
meeeh,0,1
menchi,1,1
wiedersehen,1,0
wahnsinn,1,0
activesync,0,1
meg,7,6
potti,5,0
reinact,1,0
cheke,6,1
overrrrr,0,1
are_oh_es_,1,0
carpel,0,2
cip,0,1
redao,1,0
heeeeeeeeey,2,0
hourss,1,0
unbeleiv,0,1
pansi,3,0
sexyfun,1,0
rueda,1,0
sucha,4,1
immunolog,0,1
superfast,1,0
vast,1,3
tatoo,2,1
grrr,4,49
wunderradio,1,0
resresr,1,0
embassi,2,0
yayyy,20,1
ep1,1,1
spaze,0,1
jeeeezzz,0,1
workmat,1,0
paseo,0,1
tessa,3,0
hanstholm,0,1
anf,0,1
looooov,2,2
mri,1,6
budak,0,1
manhatton,1,0
suxz,0,1
ogl,1,1
v9,1,0
edmonton,1,4
godmod,1,0
rememberd,0,1
ramada,1,0
bedford,1,0
paaaaaaaaain,0,1
whitne,1,0
whine,8,11
masuka,0,1
looney,2,0
impair,1,0
nana,12,3
aior,1,0
hoodwink,1,1
alvin,0,1
tcc,0,1
panhead,1,0
zuma,0,1
espaol,1,0
conrod,1,0
phormall,0,1
greenbra,0,1
handbag,2,2
orc,1,0
klum,1,0
breakdwon,0,1
bizpack,1,0
kira,0,3
brithish,1,0
cle,1,0
aghhhhh,1,2
trademark,1,0
13am,0,1
motley,1,1
buzzen,0,3
sissiy,0,1
favrouit,1,0
imishu,1,0
bettah,1,0
baley,1,0
swati,0,1
winsor,1,0
girrrl,0,2
jackass,2,2
crecent,0,1
alltim,1,0
transmiss,2,0
iwannagoooo,0,1
lupo,2,0
zune,4,3
zumiez,1,0
housebound,0,2
df,4,1
religion,8,3
trruuuueee,0,1
bet,148,61
shmellz,1,0
watchmen,6,6
espaool,0,1
sage,5,1
musicc,2,1
cellist,1,0
workitem,0,1
sascha,1,0
endeavor,2,1
chisel,0,1
instantli,5,2
phl,0,3
curat,1,0
latin,4,3
scooter,4,4
formosa,1,0
headlock,1,0
philadelphia,4,3
delight,20,6
crew,27,17
mona,1,3
farrow,0,1
accent,19,10
shoppppp,0,1
hanki,0,2
yeahhhhh,5,0
wrll,0,1
shaaaaaark,1,0
belief,4,0
submit,16,11
franci,6,1
lilah,1,0
dragonfli,0,1
need2,0,1
xojordieox23,1,0
rhino,1,4
arrog,1,2
pamper,3,2
siah,1,0
hoooooooey,1,0
twitterfront,0,1
awkwaaaard,0,1
miss,527,2503
laphroaig,1,0
scrapbook,3,4
mombacho,0,1
molotov,0,1
aplog,0,1
sandra,3,15
benedictin,1,0
reserva,1,0
pembrok,2,0
mosh,0,3
headdd,0,1
staaaay,0,1
coincid,8,1
aat,0,2
holi,42,50
sid,4,0
kookaburra,1,0
temperatur,6,5
neolog,1,0
cigarett,11,17
kuz,1,0
lah,4,3
weekday,4,5
sharnna,1,0
surfer,1,3
fishbowl,1,1
avanzini,1,0
nicht,1,2
25min,1,0
turnt,1,0
dow,0,2
phonic,0,1
devest,0,2
sorryyyyyyyy,0,1
reappear,1,1
take,769,725
watcher,2,1
mss,0,1
thsk,1,0
oshkosh,0,1
welkom,3,0
php,2,11
stagefright,0,1
slugger,1,0
plier,0,1
keen,13,8
guyfriend,2,0
hyoeract,0,1
burb,0,1
someoth,0,1
meint,1,0
hanamasa,1,0
mg,2,3
smsed,0,2
undent,0,1
shyamamamalan,1,0
fx,3,5
cult,4,1
kresssssss,1,0
unbias,1,0
unceremoniuosli,1,0
shokudo,0,1
nobodi,23,90
lish,0,1
choclat,0,2
chowmein,1,1
malkovich,1,0
raid,4,9
cia,1,0
valu,11,6
undeni,0,1
cathol,6,2
bootleg,3,3
conbrain,2,0
tread,2,1
aaaaah,2,4
actaul,1,0
adisson,1,1
committe,1,1
zefron,4,2
nsw,0,1
baru,2,2
hoda,0,2
sculptur,3,1
twilightt,2,0
ridda,1,0
voom,0,1
wheeheey,1,0
lurker,1,0
remark,3,3
menac,0,1
glamor,4,0
uncelebr,0,1
guestmix,2,0
dragon,7,5
neeeed,1,2
chickeeeen,1,0
boooooooo,1,4
andd,3,0
nemaj,1,0
shiner,1,1
bawww,0,1
disert,0,3
tricksta,1,0
pastri,3,1
promo,10,6
endors,4,0
doncast,1,1
congrst,0,1
poepl,2,0
cheetah,1,0
resent,2,2
patsi,1,0
newborn,3,2
ormond,0,1
imooo,1,0
magento,2,0
earplug,1,2
blagh,0,1
heat3d,0,1
interlud,0,1
gooddd,3,2
superm,0,1
discipleship,1,0
wheati,1,0
oooh,40,22
speakeasi,1,1
weather,373,442
techcrunch,0,1
wythvil,1,0
ekak,1,0
jaybug,0,1
othello,1,2
waayyyyyi,0,1
starshin,1,0
twittiez,0,1
twisten,0,1
vcr,0,1
ambien,1,4
hihi,6,1
malachi,1,1
yeahh,13,10
gahhhh,0,2
authenticki,1,0
sarcasm,8,3
cite,0,1
sackboy,0,1
plant,34,32
lak,1,1
pendant,3,0
heeeereee,1,0
xan,0,1
present,79,81
fann,3,0
oldham,1,0
fotr,0,1
souljaboy,4,0
sophomor,2,1
coffeeeee,1,1
depressd,0,1
dickson,1,1
dig,27,20
beirut,1,1
sair,1,0
ninight,1,0
doohickey,0,1
movi,542,339
heorot,0,1
philip,2,3
shia,3,2
ednaiscool51,0,1
ws,2,1
benedict,3,0
trav,2,0
kodak,0,2
alumni,3,1
parcel,6,5
londontown,1,0
litterali,1,0
gweld,0,1
blaaaahhh,0,1
dotti,1,1
brixton,3,2
laserquest,1,0
subpar,0,1
parallel,4,4
fraser,1,3
atla,1,0
iamronen,1,0
matzoh,1,0
rethink,0,5
appliqu,1,0
luuurv,1,0
magician,2,1
loco,2,0
powermom,1,0
liberia,0,1
sporti,2,0
banddddd,0,1
reconstruct,0,1
yeeeaaa,1,0
bobalici,1,0
cabbin,0,1
quotcari,0,1
woolacomb,0,1
visa,8,11
ptetti,0,1
yaik,0,1
pythagorean,1,0
richmond,7,9
b64,1,0
gelukkig,1,0
pinto,1,0
calcul,11,11
prss,1,0
indign,0,1
playschool,2,0
sbux,0,3
humil,1,0
wingmen,1,0
ttt,0,1
indowebst,1,0
bbi,8,5
apologis,1,3
capsul,1,0
mmmf,0,1
jimbo,1,0
yorkshir,3,5
zoe,4,4
proxim,3,0
skellig,1,0
moustach,2,2
rabi,0,1
aspect,3,1
flush,1,7
demoliton,1,0
dollah,1,0
thug,1,1
digo,1,0
dl2,0,1
idk,21,83
itti,0,1
tweetpeep,1,1
rn,2,4
convent,8,6
tlking,1,0
remain,18,19
suzaku,0,2
karmanya,0,1
actuali,2,3
yesh,2,3
8,18,14
fnm,0,1
pricetag,0,2
sh1t,1,0
watchen,0,1
companyy,0,1
patti,6,3
ting,2,7
tastic,1,1
hitten,1,0
fuun,1,1
likewis,2,4
barb,2,1
